title,original_title,popularity,vote_average,vote_count,release_date
Operation Red Sea,红海行动,27.758,7.4,370,2018-02-16
A Royal Affair,En kongelig affære,15.074,7.364,856,2012-03-29
The Impossible,The Impossible,33.772,7.4,6236,2012-09-09
True Grit,True Grit,20.236,7.4,760,1969-06-11
Ice Age,Ice Age,104.583,7.363,13199,2002-03-10
Bubble,バブル,22.462,7.4,412,2022-02-14
Blood and Bone,Blood and Bone,41.211,7.4,767,2009-02-07
Eastern Promises,Eastern Promises,32.118,7.4,3310,2007-09-14
Just Another Christmas,Tudo Bem no Natal Que Vem,16.314,7.4,405,2020-12-03
Adaptation.,Adaptation.,16.923,7.4,2453,2002-12-06
Match Point,Match Point,22.442,7.4,4030,2005-10-26
A Hero,قهرمان,9.0,7.359,316,2021-12-15
That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,劇場版 転生したらスライムだった件 紅蓮の絆編,33.854,7.4,393,2022-11-25
A Letter to Momo,ももへの手紙,19.615,7.4,363,2012-04-21
Road to Perdition,Road to Perdition,23.234,7.4,3591,2002-07-12
Perfume: The Story of a Murderer,Perfume: The Story of a Murderer,59.531,7.4,4500,2006-09-13
Blow-Up,Blow-Up,15.798,7.4,1227,1966-12-18
The Sea Beast,The Sea Beast,37.278,7.4,1446,2022-06-24
Philomena,Philomena,12.679,7.357,1591,2013-11-01
Dragon Ball: The Path to Power,ドラゴンボール 最強への道,20.403,7.357,350,1996-03-04
Rudy,Rudy,21.371,7.4,663,1993-09-17
Close Encounters of the Third Kind,Close Encounters of the Third Kind,31.461,7.356,4177,1977-12-14
Uncle Frank,Uncle Frank,15.804,7.4,399,2020-11-25
Dungeons & Dragons: Honor Among Thieves,Dungeons & Dragons: Honor Among Thieves,68.127,7.357,3552,2023-03-23
The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,94.311,7.356,18322,2012-12-12
"What's Up, Doc?","What's Up, Doc?",13.077,7.4,381,1972-03-09
Down by Law,Down by Law,15.97,7.4,728,1986-09-20
The 39 Steps,The 39 Steps,14.146,7.4,932,1935-06-06
Jackie Brown,Jackie Brown,28.865,7.4,6278,1997-12-25
A Boy Called Christmas,A Boy Called Christmas,23.75,7.356,699,2021-11-24
Glengarry Glen Ross,Glengarry Glen Ross,18.636,7.4,1359,1992-09-15
The Counterfeiters,Die Fälscher,15.86,7.4,605,2007-03-22
The Beekeeper,The Beekeeper,121.214,7.355,3051,2024-01-08
The Lady from Shanghai,The Lady from Shanghai,13.725,7.4,645,1947-12-24
Jacob's Ladder,Jacob's Ladder,21.052,7.4,1626,1990-11-02
Santa Claus Is a Stinker,Le père Noël est une ordure,16.253,7.4,967,1982-08-25
My Father's Glory,La Gloire de mon Père,9.67,7.4,300,1990-08-29
The Little Mermaid,The Little Mermaid,87.373,7.353,7838,1989-11-17
Decision to Leave,헤어질 결심,46.594,7.352,1165,2022-06-29
Darkest Hour,Darkest Hour,25.969,7.352,5041,2017-11-22
The Big Short,The Big Short,47.958,7.4,8932,2015-12-11
A Hard Day's Night,A Hard Day's Night,17.087,7.4,664,1964-07-07
Road to Ninja: Naruto the Movie,ROAD TO NINJA -NARUTO THE MOVIE-,52.918,7.4,1161,2012-07-28
Fantasia,Fantasia,32.805,7.4,3028,1940-11-13
The Wailing,곡성,33.291,7.3,1712,2016-05-12
Saving Mr. Banks,Saving Mr. Banks,19.512,7.3,3269,2013-11-29
Eraserhead,Eraserhead,21.1,7.35,2398,1977-09-28
Minority Report,Minority Report,33.144,7.3,8634,2002-06-20
Chemical Hearts,Chemical Hearts,17.026,7.3,1106,2020-08-21
Tini: The New Life of Violetta,Tini: El gran cambio de Violetta,14.061,7.3,380,2016-05-04
The Hating Game,The Hating Game,30.456,7.3,1034,2021-12-09
Blindspotting,Blindspotting,12.128,7.3,654,2018-07-20
Papillon,Papillon,32.573,7.3,1918,2017-09-07
Suicide Room,Sala samobójców,11.934,7.348,457,2011-03-04
Wait Until Dark,Wait Until Dark,21.021,7.3,518,1967-10-26
The Abyss,The Abyss,25.708,7.3,2945,1989-08-09
Black Box,Boîte noire,23.849,7.347,1211,2021-09-08
Sorry We Missed You,Sorry We Missed You,14.059,7.347,734,2019-10-04
Status Update,Status Update,25.528,7.3,517,2018-02-09
The Big Sick,The Big Sick,31.304,7.3,2391,2017-03-30
The Wicker Man,The Wicker Man,24.836,7.3,1388,1973-12-06
Red River,Red River,20.908,7.3,511,1948-08-26
American Fiction,American Fiction,26.671,7.3,969,2023-11-10
The Zookeeper's Wife,The Zookeeper's Wife,20.242,7.3,1492,2017-03-24
The Yellow Sea,황해,16.992,7.3,494,2010-12-22
The Terminal,The Terminal,26.755,7.346,7847,2004-06-17
Jerry & Marge Go Large,Jerry & Marge Go Large,26.844,7.3,332,2022-10-20
Unlocked,스마트폰을 떨어뜨렸을 뿐인데,21.173,7.343,313,2023-02-17
Cherry,Cherry,19.411,7.3,1252,2021-02-26
Split,Split,51.862,7.345,17265,2017-01-19
20th Century Women,20th Century Women,15.71,7.3,1120,2016-12-28
The Physician,The Physician,22.638,7.3,1058,2013-12-25
The Time Machine,The Time Machine,22.441,7.3,812,1960-05-25
Goldfinger,Goldfinger,42.618,7.3,3526,1964-09-20
Air,Air,38.109,7.344,1888,2023-04-05
Remember,Remember,14.555,7.3,707,2015-10-23
Kelly's Heroes,Kelly's Heroes,16.57,7.3,708,1970-06-22
Loveless,Нелюбовь,13.426,7.343,744,2017-06-01
Patema Inverted,サカサマのパテマ,20.446,7.3,401,2013-11-09
The Butler,The Butler,16.649,7.343,2839,2013-08-16
End of Watch,End of Watch,27.086,7.343,3189,2012-09-20
Mutiny on the Bounty,Mutiny on the Bounty,15.067,7.3,331,1935-11-22
The Enigma of Kaspar Hauser,Jeder für sich und Gott gegen alle,10.619,7.3,318,1974-11-01
The Station Agent,The Station Agent,13.772,7.343,661,2003-12-05
The African Queen,The African Queen,14.321,7.3,941,1952-01-07
Meet Joe Black,Meet Joe Black,75.333,7.3,5134,1998-11-12
"Bianco, rosso e Verdone","Bianco, rosso e Verdone",7.454,7.3,707,1981-02-20
French Fried Vacation 2,Les Bronzés font du ski,12.89,7.345,1190,1979-11-22
G.O.R.A.,G.O.R.A.,8.662,7.342,317,2004-11-12
High Plains Drifter,High Plains Drifter,28.871,7.3,1140,1973-04-19
Cyrano de Bergerac,Cyrano de Bergerac,11.436,7.3,753,1990-03-28
A Nightmare on Elm Street,A Nightmare on Elm Street,65.714,7.3,5087,1984-10-31
Judas and the Black Messiah,Judas and the Black Messiah,18.309,7.3,1508,2021-02-12
Wreck-It Ralph,Wreck-It Ralph,61.699,7.34,12237,2012-11-01
Scooby-Doo! and the Reluctant Werewolf,Scooby-Doo! and the Reluctant Werewolf,18.646,7.3,310,1988-11-13
Enter the Void,Enter the Void,23.328,7.3,1760,2009-06-17
Johnny Stecchino,Johnny Stecchino,12.5,7.3,1009,1991-10-24
The Lunchbox,The Lunchbox,16.433,7.3,699,2013-09-20
Now You See Me,Now You See Me,52.681,7.3,15422,2013-05-29
Operation Condor,飛鷹計劃,31.282,7.3,541,1991-02-07
A Very Long Engagement,Un long dimanche de fiançailles,19.772,7.3,1190,2004-10-27
Speak No Evil,Speak No Evil,183.465,7.3,899,2024-09-11
God's Crooked Lines,Los renglones torcidos de Dios,17.728,7.338,659,2022-10-06
Horse Fever,Febbre da cavallo,6.618,7.338,355,1976-10-29
A Dog's Life,A Dog's Life,12.732,7.3,318,1918-04-14
His Secret Life,Le fate ignoranti,12.048,7.3,547,2001-03-16
The Bandit,Eşkıya,8.676,7.337,309,1996-11-29
Undisputed II: Last Man Standing,Undisputed II: Last Man Standing,63.017,7.3,790,2006-04-11
Watchmen,Watchmen,42.662,7.3,9142,2009-03-04
El Dorado,El Dorado,21.359,7.3,518,1966-12-17
Oscar,Oscar,10.016,7.337,483,1967-10-11
Dirty Dancing,Dirty Dancing,33.819,7.3,6082,1987-08-21
Chocolate,ช็อคโกแลต,12.532,7.336,499,2008-02-06
Minari,Minari,23.073,7.3,1594,2021-02-12
John Wick: Chapter 2,John Wick: Chapter 2,78.191,7.335,12973,2017-02-08
Spider-Man: Homecoming,Spider-Man: Homecoming,100.322,7.3,21694,2017-07-05
The Killers,The Killers,18.253,7.3,379,1946-08-30
CJ7,長江七號,35.901,7.3,700,2008-01-30
A Man for All Seasons,A Man for All Seasons,17.566,7.3,425,1966-12-13
The Blue Angel,Der blaue Engel,14.373,7.3,306,1930-04-01
Red Dog,Red Dog,17.316,7.3,394,2011-08-04
Blood and Black Lace,Sei donne per l'assassino,16.594,7.3,410,1964-04-10
Possession,Possession,33.438,7.3,1078,1981-05-27
Sophie's Choice,Sophie's Choice,19.818,7.334,845,1982-12-08
"The Cook, the Thief, His Wife & Her Lover","The Cook, the Thief, His Wife & Her Lover",20.171,7.3,616,1989-10-13
Harriet,Harriet,22.185,7.3,770,2019-11-01
The Last Full Measure,The Last Full Measure,20.614,7.3,438,2020-01-23
Lolita,Lolita,25.485,7.3,2041,1962-06-13
Pay It Forward,Pay It Forward,19.891,7.333,1786,2000-10-20
The Magnificent Ambersons,The Magnificent Ambersons,18.335,7.332,423,1942-07-10
Slumberland,Slumberland,24.785,7.3,825,2022-11-18
25th Hour,25th Hour,27.015,7.3,2325,2002-12-19
Palm Springs,Palm Springs,33.104,7.33,3074,2020-07-10
The Mafia Kills Only in Summer,La mafia uccide solo d'estate,7.409,7.3,1100,2013-11-28
Les Misérables,Les Misérables,33.723,7.3,5256,2012-12-18
21 Grams,21 Grams,19.582,7.33,3086,2003-09-06
Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,72.198,7.3,11345,2014-07-08
Don't Torture a Duckling,Non si sevizia un paperino,13.724,7.3,363,1972-09-29
Daisies,Sedmikrásky,18.387,7.3,362,1966-12-30
Gentlemen Prefer Blondes,Gentlemen Prefer Blondes,15.677,7.3,952,1953-07-14
Belladonna of Sadness,哀しみのベラドンナ,14.821,7.3,309,1973-06-30
Rise of the Planet of the Apes,Rise of the Planet of the Apes,52.954,7.3,11826,2011-08-03
A Woman Is a Woman,Une Femme est une femme,13.407,7.3,366,1961-09-06
Kirikou and the Sorceress,Kirikou et la sorcière,19.595,7.3,1085,1998-12-09
Mesrine: Killer Instinct,L'Instinct de mort,15.954,7.328,915,2008-10-22
Hamlet,Hamlet,15.511,7.3,466,1996-12-25
The Equalizer 3,The Equalizer 3,95.717,7.328,2948,2023-08-30
Rocketman,Rocketman,19.861,7.3,4624,2019-05-17
Lucky,Lucky,11.787,7.3,565,2017-09-29
Star Trek Into Darkness,Star Trek Into Darkness,32.548,7.327,9034,2013-05-05
An American Crime,An American Crime,19.025,7.3,679,2007-07-27
RoboCop,RoboCop,34.936,7.3,5075,1987-07-17
"O Brother, Where Art Thou?","O Brother, Where Art Thou?",23.222,7.3,4115,2000-08-30
The Judge,The Judge,45.879,7.3,4052,2014-10-08
Dazed and Confused,Dazed and Confused,21.111,7.3,2013,1993-09-24
Minions: The Rise of Gru,Minions: The Rise of Gru,92.012,7.325,3588,2022-06-29
Dark City,Dark City,29.096,7.3,2782,1998-02-27
Scooby-Doo! and the Loch Ness Monster,Scooby-Doo! and the Loch Ness Monster,31.337,7.3,418,2004-05-20
Gangs of New York,Gangs of New York,27.713,7.324,6580,2002-12-14
The Bourne Supremacy,The Bourne Supremacy,37.442,7.324,7429,2004-07-23
Lord of War,Lord of War,38.056,7.3,4736,2005-09-16
Dead Man Walking,Dead Man Walking,18.513,7.3,1326,1995-12-29
Extraction,Extraction,51.008,7.323,6009,2020-04-23
The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,155.323,7.3,14206,2014-12-10
Naruto Shippuden the Movie: The Will of Fire,劇場版 NARUTO -ナルト- 疾風伝 火の意志を継ぐ者,37.235,7.323,456,2009-08-01
The Hangover,The Hangover,105.283,7.3,16781,2009-06-02
The Kite Runner,The Kite Runner,24.311,7.3,1140,2007-12-14
Finding Neverland,Finding Neverland,14.788,7.323,3523,2004-10-17
Battle for Sevastopol,Битва за Севастополь,18.299,7.3,452,2015-04-02
Now Is Good,Now Is Good,12.088,7.3,1073,2012-09-19
Brothers,Brothers,35.816,7.3,3563,2009-12-02
Trolls Band Together,Trolls Band Together,79.83,7.3,846,2023-10-12
Phantom Thread,Phantom Thread,24.654,7.3,3450,2017-12-25
Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,64.368,7.3,18681,2016-11-16
"Merry Christmas, Mr. Lawrence",戦場のメリークリスマス,25.009,7.3,452,1983-05-28
Ghost Dog: The Way of the Samurai,Ghost Dog: The Way of the Samurai,23.7,7.3,1192,1999-10-06
Monty Python's The Meaning of Life,Monty Python's The Meaning of Life,19.37,7.3,1862,1983-03-31
The Good Lie,The Good Lie,10.626,7.3,479,2014-09-10
Christiane F.,Christiane F. - Wir Kinder vom Bahnhof Zoo,20.294,7.3,1308,1981-04-02
"To Wong Foo, Thanks for Everything! Julie Newmar","To Wong Foo, Thanks for Everything! Julie Newmar",17.074,7.3,647,1995-09-07
What's in a Name,Le Prénom,10.513,7.319,1670,2012-04-25
Precious,Precious,18.313,7.3,1609,2009-11-06
The Twelve Tasks of Asterix,Les 12 travaux d'Astérix,22.238,7.3,1219,1976-06-26
The Guilty,Den skyldige,17.001,7.318,1656,2018-02-22
Tinker Bell and the Legend of the NeverBeast,Tinker Bell and the Legend of the NeverBeast,54.399,7.3,1067,2014-12-12
Europa,Europa,10.808,7.3,314,1991-06-27
Hello World,HELLO WORLD,27.921,7.3,361,2019-09-20
The Secret: Dare to Dream,The Secret: Dare to Dream,16.228,7.317,603,2020-04-16
Sonic the Hedgehog,Sonic the Hedgehog,80.773,7.3,9466,2020-02-12
Beautiful Thing,Beautiful Thing,12.626,7.3,301,1996-06-21
Stand by Me Doraemon,STAND BY ME ドラえもん,34.611,7.3,525,2014-08-08
Batman: Assault on Arkham,Batman: Assault on Arkham,19.47,7.3,1106,2014-08-12
Funny Games,Funny Games,18.6,7.3,1806,1997-08-23
Elisa & Marcela,Elisa y Marcela,13.29,7.315,379,2019-05-24
Crossroads,Crossroads,19.036,7.3,419,1986-03-14
Carrie,Carrie,34.97,7.315,3822,1976-11-03
Becoming Jane,Becoming Jane,18.411,7.3,1160,2007-03-02
Vivo,Vivo,25.059,7.3,697,2021-07-30
Brooklyn,Brooklyn,18.105,7.3,3067,2015-10-20
Dead Man,Dead Man,16.598,7.3,1543,1995-12-23
Violent Night,Violent Night,40.074,7.314,2094,2022-11-30
Weekend,Weekend,15.431,7.3,522,2011-10-23
Martyrs,Martyrs,33.858,7.3,2678,2008-06-12
Dog,Dog,32.144,7.3,1535,2022-02-17
The Hidden Face,La cara oculta,36.271,7.3,1029,2011-09-16
Last Night in Soho,Last Night in Soho,26.36,7.311,3336,2021-10-21
Christopher Robin,Christopher Robin,20.782,7.311,2699,2018-08-01
Summer with Monika,Sommaren med Monika,13.678,7.31,345,1953-02-09
Vagabond,Sans toit ni loi,14.636,7.3,304,1985-12-04
Naked,Naked,14.211,7.3,544,1993-11-05
Batman Beyond: Return of the Joker,Batman Beyond: Return of the Joker,23.84,7.3,1102,2000-12-12
Patch Adams,Patch Adams,24.913,7.311,3179,1998-12-25
Stolen Kisses,Baisers volés,16.325,7.3,419,1968-09-04
Love and Monsters,Love and Monsters,46.72,7.31,3994,2020-10-16
Tunnel,터널,15.463,7.3,575,2016-08-10
House,ハウス,12.74,7.3,649,1977-08-26
Jack-Jack Attack,Jack-Jack Attack,10.909,7.3,926,2005-03-15
Ghost in the Shell 2: Innocence,イノセンス,21.762,7.3,846,2004-03-06
Bridge to Terabithia,Bridge to Terabithia,63.645,7.3,4762,2007-02-15
War Horse,War Horse,27.536,7.3,3379,2011-12-25
Moxie,Moxie,15.215,7.3,788,2021-03-03
Mesrine: Public Enemy #1,L'ennemi public n°1,14.336,7.308,869,2008-11-19
Deliverance,Deliverance,21.44,7.3,1565,1972-08-18
Nosferatu the Vampyre,Nosferatu - Phantom der Nacht,17.898,7.31,836,1979-01-17
Holy Spider,عنکبوت مقدس,17.595,7.3,389,2022-07-13
Maleficent: Mistress of Evil,Maleficent: Mistress of Evil,66.308,7.307,6074,2019-10-16
GANTZ:O,GANTZ:O,33.303,7.3,752,2016-10-14
True Grit,True Grit,23.317,7.3,5212,2010-12-22
The Guns of Navarone,The Guns of Navarone,26.006,7.3,774,1961-04-27
Head Full of Honey,Honig im Kopf,10.39,7.3,346,2014-12-25
Duck Soup,Duck Soup,12.074,7.306,759,1933-11-12
Total Recall,Total Recall,45.293,7.306,5745,1990-06-01
Woman in Gold,Woman in Gold,13.814,7.3,1365,2015-03-20
Days of Being Wild,阿飛正傳,17.363,7.3,484,1990-12-15
Shadows in Paradise,Varjoja paratiisissa,12.509,7.3,395,1986-10-17
The Hundred-Foot Journey,The Hundred-Foot Journey,18.923,7.3,1414,2014-08-06
Twice Born,Venuto al mondo,17.144,7.3,445,2012-09-13
Tomboy,Tomboy,15.343,7.3,682,2011-04-20
Source Code,Source Code,43.88,7.3,8264,2011-03-30
A Matter of Loaf and Death,A Matter of Loaf and Death,23.449,7.3,514,2008-12-03
Snake in the Eagle's Shadow,蛇形刁手,26.394,7.3,311,1978-03-01
Knife in the Water,Nóż w wodzie,11.524,7.3,426,1962-03-09
Gone Baby Gone,Gone Baby Gone,23.111,7.304,3733,2007-09-18
Delicatessen,Delicatessen,28.487,7.3,1427,1991-04-17
Kiss and Cry,Kiss and Cry,8.456,7.3,406,2017-02-10
A Place in the Sun,A Place in the Sun,13.06,7.3,378,1951-06-12
Spider-Man,Spider-Man,102.356,7.3,19002,2002-05-01
Mia and the White Lion,Mia et le lion blanc,25.706,7.3,855,2018-08-02
X-Men: First Class,X-Men: First Class,1.918,7.3,12666,2011-06-01
5 Centimeters per Second,秒速5センチメートル,24.925,7.301,1931,2007-03-03
Justice League: Crisis on Two Earths,Justice League: Crisis on Two Earths,21.724,7.3,698,2010-02-23
Balto,Balto,25.296,7.3,2016,1995-12-22
Scooby-Doo! and the Cyber Chase,Scooby-Doo! and the Cyber Chase,20.92,7.3,513,2001-10-09
Lean On Me,Lean On Me,16.732,7.3,301,1989-03-03
Hair,Hair,16.445,7.3,655,1979-03-15
"Good Morning, Vietnam","Good Morning, Vietnam",21.413,7.3,2684,1987-12-23
The Greatest Game Ever Played,The Greatest Game Ever Played,20.295,7.3,476,2005-09-30
Robin Hood,Robin Hood,39.557,7.3,4312,1973-11-08
Stalingrad,Stalingrad,24.727,7.3,543,1993-01-20
Pickpocket,Pickpocket,10.814,7.3,503,1959-12-16
Seconds,Seconds,12.731,7.3,349,1966-10-05
Russian Ark,Русский ковчег,13.706,7.3,451,2002-05-22
Indiana Jones and the Temple of Doom,Indiana Jones and the Temple of Doom,53.155,7.3,9193,1984-05-23
Transformers: Rise of the Beasts,Transformers: Rise of the Beasts,181.984,7.3,4586,2023-06-06
Hell or High Water,Hell or High Water,21.893,7.3,4406,2016-08-11
The Fundamentals of Caring,The Fundamentals of Caring,19.858,7.3,2145,2016-06-16
Withnail & I,Withnail & I,16.561,7.3,550,1987-06-19
Heathers,Heathers,26.837,7.3,1676,1989-03-31
The Substance,The Substance,1453.916,7.3,1900,2024-09-07
"Are You There God? It's Me, Margaret.","Are You There God? It's Me, Margaret.",19.393,7.3,358,2023-03-29
The Gruffalo,The Gruffalo,14.816,7.3,306,2009-12-25
They Live,They Live,29.365,7.3,3005,1988-11-04
The Illusionist,The Illusionist,28.959,7.3,4851,2006-08-18
The Aristocats,The Aristocats,41.618,7.3,4955,1970-11-13
Little Women,Little Women,20.626,7.3,1210,1994-12-21
The Conjuring 2,The Conjuring 2,78.545,7.294,8335,2016-06-08
13 Assassins,十三人の刺客,20.876,7.3,1104,2010-09-09
Barbie and the Three Musketeers,Barbie and the Three Musketeers,21.239,7.3,672,2009-09-15
Three Days of the Condor,Three Days of the Condor,24.559,7.294,1130,1975-09-24
The Evil Dead,The Evil Dead,37.9,7.292,3962,1981-09-10
Pitch Perfect,Pitch Perfect,36.294,7.3,6484,2012-09-28
Airplane!,Airplane!,36.361,7.3,4443,1980-07-02
Jeremiah Johnson,Jeremiah Johnson,21.969,7.3,596,1972-09-10
Mystery Train,Mystery Train,11.754,7.292,431,1989-09-06
Hereditary,Hereditary,57.617,7.3,7618,2018-06-07
Sarah's Key,Elle s'appelait Sarah,14.207,7.291,675,2010-09-16
Shutter,ชัตเตอร์ กดติดวิญญาณ,41.142,7.3,1213,2004-09-09
Kung Fu Panda,Kung Fu Panda,79.47,7.291,11531,2008-06-04
To Catch a Thief,To Catch a Thief,20.763,7.3,1481,1955-08-03
Play,Play,9.621,7.3,340,2019-09-04
Trolls World Tour,Trolls World Tour,43.011,7.3,2129,2020-03-11
Suburra,Suburra,12.629,7.29,1245,2015-10-14
The Texas Chain Saw Massacre,The Texas Chain Saw Massacre,40.388,7.3,3302,1974-10-11
From Here to Eternity,From Here to Eternity,16.37,7.3,625,1953-08-28
Lethal Weapon,Lethal Weapon,28.981,7.3,4498,1987-03-06
Detroit,Detroit,15.123,7.3,1622,2017-07-28
(500) Days of Summer,(500) Days of Summer,67.844,7.3,10079,2009-07-17
Angela's Ashes,Angela's Ashes,16.162,7.3,310,1999-12-25
Battle Royale,バトル・ロワイアル,26.757,7.3,3361,2000-12-16
Star Trek: First Contact,Star Trek: First Contact,23.693,7.289,1744,1996-11-22
Spirit Untamed,Spirit Untamed,27.548,7.3,514,2021-05-20
Full Out,Full Out,10.617,7.3,338,2015-09-11
Berserk: The Golden Age Arc II - The Battle for Doldrey,ベルセルク 黄金時代篇II ドルドレイ攻略,33.471,7.3,410,2012-06-23
Loose Cannons,Mine vaganti,12.589,7.3,770,2010-02-12
Like Water for Chocolate,Como agua para chocolate,72.529,7.288,470,1992-04-16
Run Lola Run,Lola rennt,25.833,7.3,2226,1998-08-20
Red Cliff II,赤壁：決戰天下,17.725,7.3,439,2009-01-07
Spider-Man 2,Spider-Man 2,30.848,7.3,15056,2004-06-25
Scooby-Doo! and the Monster of Mexico,Scooby-Doo! and the Monster of Mexico,18.187,7.3,313,2003-09-30
Doctor Strange in the Multiverse of Madness,Doctor Strange in the Multiverse of Madness,107.052,7.3,9111,2022-05-04
A Single Man,A Single Man,18.716,7.285,1521,2009-12-11
The Devil's Backbone,El espinazo del diablo,21.75,7.287,1204,2001-04-20
Freaks Out,Freaks Out,13.704,7.3,884,2021-10-28
Promise at Dawn,La Promesse de l'aube,16.876,7.3,485,2017-12-20
Justice League Dark,Justice League Dark,16.249,7.3,1047,2017-01-24
